"date","vendor","product","description","price","from","to"
"2014-01-01","Amsterdamngood","10x 20mg Methadone pills","10x 20mg Methadone pills 20mg Methadone pills",0.11,"Netherlands",NA
"2014-01-01","Amsterdamngood","5x 20mg Methadone pills","5x 20mg Methadone pills 20mg Methadone pills",0.064,"Netherlands",NA
"2014-01-01","AusGuy","Half Gram (.5) - Crystal Meth - AAA+ Imported","Half Gram (.5) - Crystal Meth - AAA+ Imported Half Gram of amazing imported crystal! Same great stuff you've come to expect over the last 2 years!",0.36764705,"Australia","Australia"
"2014-01-01","AusGuy","USA Visa/MC","USA Visa/MC Hey guys  This listing is for a valid USA Visa / Mastercard. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to be without VBV / MC Se ...",0.01069518,"Torland",NA
"2014-01-01","AusGuy","Canadian Fulls - Visa/MC Credit - DOB / SIN / Drivers License","Canadian Fulls - Visa/MC Credit - DOB / SIN / Drivers License Hey guys  This listing is for a Canadian valid Visa / MC with full information with it  including drivers license #. Cards are checked prior to being sold for validity. Cards are not guaranteed ...",0.06684491,NA,NA
"2014-01-01","AusGuy","UK Fulls - Visa/MC Credit - DOB / NIN","UK Fulls - Visa/MC Credit - DOB / NIN Hey guys  This listing is for a valid UK Visa / MC with full information with it. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to b ...",0.06684491,"Torland",NA
"2014-01-01","AusGuy","USA Amex","USA Amex Hey guys  This listing is for a valid USA Amex. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to be without additional card securit ...",0.02005347,"Torland",NA
"2014-01-01","AusGuy","Australian Visa/MC Including DOB","Australian Visa/MC Including DOB Hey guys  This listing is for a valid Australian Visa / Mastercard. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to be without VBV ...",0.03342245,NA,NA
"2014-01-01","AusGuy","One Point (.1) - Crystal Meth - AAA+ Imported","One Point (.1) - Crystal Meth - AAA+ Imported One point of amazing imported crystal! Same great stuff you've come to expect over the last 2 years!",0.0802139,"Australia","Australia"
"2014-01-01","AusGuy","One Gram (1g) - Crystal Meth - AAA+ Imported","One Gram (1g) - Crystal Meth - AAA+ Imported One gram of amazing imported crystal! Same great stuff you've come to expect over the last 2 years!",0.73529411,"Australia","Australia"
"2014-01-01","AusGuy","SSN & DOB Lookup + Full history!","SSN & DOB Lookup + Full history! Hey Guys  This is for me to look up the SSN & DOB for whatever CC # you may have. I'll also do a full historical check and provide you with extensive list of known addresses  phone #s  emails and ...",0.02673796,"Torland",NA
"2014-01-01","AusGuy","USA Fulls - Visa/MC Credit - DOB / SSN","USA Fulls - Visa/MC Credit - DOB / SSN This listing is for a valid USA Visa / MC with full information with it. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to be without VB ...",0.06684491,"Torland",NA
"2014-01-01","ausmarket","AUSTRALIA 0.5g MDMA","AUSTRALIA 0.5g MDMA 0.5g (half gram) MDMA crystal Express post Australia wide. Please read our vendor profile for shipping and payment info.",0.1588785,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 1g MDMA","AUSTRALIA 1g MDMA 1 gram MDMA crystal Express post Australia wide. Please read our vendor profile for shipping and payment info.",0.2977303,"Australia","Australia"
"2014-01-01","ausmarket","AUSTRALIA 2G MDMA","AUSTRALIA 2G MDMA 2 grams MDMA crystal Express post Australia wide. Please read our vendor profile for shipping and payment info.",0.5941255,"Australia","Australia"
"2014-01-01","ausmarket","AUSTRALIA 2C-B 100 mg","AUSTRALIA 2C-B 100 mg 2C-B powder 100 mg (0.1 g) Express post Australia wide. Please read our profile for payment and shipping info.",0.08544726,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA Ketamine 1 g","AUSTRALIA Ketamine 1 g Ketamine crystal shard 1 g Express post Australia wide. Please read our profile for payment and shipping info.",0.22696929,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 2C-B 250 mg","AUSTRALIA 2C-B 250 mg 2C-B powder 250 mg (0.25 g) Express post Australia wide. Please read our profile for payment and shipping info.",0.22296395,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA Ketamine 0.5g","AUSTRALIA Ketamine 0.5g Ketamine crystal shard 0.5 g Express post Australia wide. Please read our profile for payment and shipping info.",0.12683578,"Australia","Australia"
"2014-01-01","ausmarket","AUSTRALIA Ketamine 0.25 g","AUSTRALIA Ketamine 0.25 g Ketamine crystal shard 0.25 g Express post Australia wide. Please read our profile for payment and shipping info.",0.0801068,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 3 x LSD blotters","AUSTRALIA 3 x LSD blotters 3 x Albert Hoffman LSD blotters 110-120 ug Express post Australia wide. Please read vendor profile for payment and postage info.",0.07343124,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 5 x LSD blotters","AUSTRALIA 5 x LSD blotters 5 x Albert Hoffman LSD blotters 110-120 ug Express post Australia wide. Please read vendor profile for payment and postage info.",0.11481975,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 8 x LSD blotters","AUSTRALIA 8 x LSD blotters 8 x Albert Hoffman LSD blotters 110-120 ug Express post Australia wide. Please read vendor profile for payment and postage info.",0.16688918,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 12 x LSD blotters","AUSTRALIA 12 x LSD blotters 12 x Albert Hoffman LSD blotters 110-120 ug Express post Australia wide. Please read vendor profile for payment and postage info.",0.2376502,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA 50 x LSD blotters","AUSTRALIA 50 x LSD blotters 50 x Albert Hoffman LSD blotters 110-120 ug Express post Australia wide. Please read vendor profile for payment and postage info.",0.82777036,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA Xanax blotters x 75","AUSTRALIA Xanax blotters x 75 XANAX blotters 1 mg x 75 Each rectangular blotter contains 1 mg dose alprazolam; equivalent to half a 'brick' of Xanax. Half rectangle = 0.25 mg = 1/4 brick One rectangle = 1 mg = 1/2 brick T ...",0.26168224,"Australia",NA
"2014-01-01","ausmarket","AUSTRALIA Xanax blotters x 25","AUSTRALIA Xanax blotters x 25 XANAX blotters 1 mg x 25 Each rectangular blotter contains 1 mg dose alprazolam; equivalent to half a 'brick' of Xanax. Half rectangle = 0.25 mg = 1/4 brick One rectangle = 1 mg = 1/2 brick T ...",0.09879839,"Australia",NA
"2014-01-01","B4B","test","test sadsadsadsadsadasd",0.0652103,NA,NA
"2014-01-01","B4B","B4B -QP(112g)- Indoor AAA *M-39*","B4B -QP(112g)- Indoor AAA *M-39* **Picture very soon** Strain: M-39 Overall: 8/10  10 being the best weed you will smoke in your life Condition: AAA Type: Indica dominant hybrid Taste: Fruity and lemon taste THC: 16.5% Hi ...",0.78493883,"Canada",NA
"2014-01-01","B4B","B4B -2oz(56g)- Indoor AAA *M-39*","B4B -2oz(56g)- Indoor AAA *M-39* **Picture very soon** Strain: M-39 Overall: 8/10  10 being the best weed you will smoke in your life Condition: AAA Type: Indica dominant hybrid Taste: Fruity and lemon taste THC: 16.5% H ...",0.42265937,"Canada",NA
"2014-01-01","B4B","B4B -1oz(28g)- Indoor AAA *M-39*","B4B -1oz(28g)- Indoor AAA *M-39* **Picture very soon** Strain: M-39 Overall: 8/10  10 being the best weed you will smoke in your life Condition: AAA Type: Indica dominant hybrid Taste: Fruity and lemon taste THC: 16.5% H ...",0.22340566,"Canada",NA
"2014-01-01","B4B","B4B -HP(224g)- Indoor AAA *M-39*","B4B -HP(224g)- Indoor AAA *M-39* **Picture very soon** Strain: M-39 Overall: 8/10  10 being the best weed you will smoke in your life Condition: AAA Type: Indica dominant hybrid Taste: Fruity and lemon taste THC: 16.5% Hi ...",1.32835802,"Canada",NA
"2014-01-01","B4B","B4B -1oz(28g)-  Indoor AAA*Jack Herer*","B4B -1oz(28g)- Indoor AAA*Jack Herer* Picture coming soon. Strain: Jack Herer Overall: 9/10  10 being the best weed you will smoke in your life Condition: AAA Type: Sativa Taste: Earthy pine & grapefruit THC: 19% Hi  I sell th ...",0.25963361,"Canada",NA
"2014-01-01","B4B","B4B -1 Pound (448g)- Indoor AAA *Jack Herer*","B4B -1 Pound (448g)- Indoor AAA *Jack Herer* Picture coming soon. Strain: Jack Herer Overall: 9/10  10 being the best weed you will smoke in your life Condition: AAA Type: Sativa Taste: Earthy pine & grapefruit THC: 19% Hi  I sell th ...",2.83785578,"Canada",NA
"2014-01-01","B4B","B4B -2oz(56g)- Indoor AAA *Jack Herer*","B4B -2oz(56g)- Indoor AAA *Jack Herer* Picture coming soon. Strain: Jack Herer Overall: 9/10  10 being the best weed you will smoke in your life Condition: AAA Type: Sativa Taste: Earthy pine & grapefruit THC: 19% Hi  I sell th ...",0.48303928,"Canada",NA
"2014-01-01","B4B","B4B -QP(112g)- Indoor AAA *Jack Herer*","B4B -QP(112g)- Indoor AAA *Jack Herer* Picture coming soon. Strain: Jack Herer Overall: 9/10  10 being the best weed you will smoke in your life Condition: AAA Type: Sativa Taste: Earthy pine & grapefruit THC: 19% Hi  I sell th ...",0.90569865,NA,NA
"2014-01-01","B4B","B4B -HP(224g)- Indoor AAA *Jack Herer*","B4B -HP(224g)- Indoor AAA *Jack Herer* Picture coming soon. Strain: Jack Herer Overall: 9/10  10 being the best weed you will smoke in your life Condition: AAA Type: Sativa Taste: Earthy pine & grapefruit THC: 19% Hi  I sell th ...",1.56987767,"Canada",NA
"2014-01-01","BC-Exotic","80mg oxy old school 20 pills","80mg oxy old school 20 pills This listing is for 20 pills 80mg per pill Old school crushables  no agents added Shipped with a tracking number using vacuum seal and MMB 100% refund if there is a problem with delivery M ...",0.66755674,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","250ug per ml LSD liquid","250ug per ml LSD liquid This listing is for 250ug per ml of LSD liquid SUPER STRONG  not for newbies. Comes with a dabber 100ml per bottle Shipped with a tracking number using vacuum seal and MMB 100% refund if the ...",0.86782376,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","1 pound any kush/sativa strain - grade AAAA+","1 pound any kush/sativa strain - grade AAAA+ 1 pound of either kush or sativa MK ULTRA x OG KUSH (indica) SKYWALKER KUSH (indica) JACK HERER (sativa) STRAWBERRY KUSH (indica) SOUR DIESEL (indica) AMNESIA HAZE (HYBRID) BUBBA KUSH (indic ...",2.33644859,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","qp any kush/sativa strain - grade AAAA+","qp any kush/sativa strain - grade AAAA+ QP of either kush or sativa MK ULTRA x OG KUSH (indica) SKYWALKER KUSH (indica) JACK HERER (sativa) STRAWBERRY KUSH (indica) SOUR DIESEL (indica) AMNESIA HAZE (HYBRID) BUBBA KUSH (indica) V ...",0.76769025,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","half pound any kush/sativa strain - grade AAAA+","half pound any kush/sativa strain - grade AAAA+ half pound of either kush or sativa MK ULTRA x OG KUSH (indica) SKYWALKER KUSH (indica) JACK HERER (sativa) STRAWBERRY KUSH (indica) SOUR DIESEL (indica) AMNESIA HAZE (HYBRID) BUBBA KUSH (in ...",1.33511348,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","7 grams fishscale HH cocaine","7 grams fishscale HH cocaine This listing is for 7 grams high heat cocaine Shipped with a tracking number using vacuum seal and MMB 100% refund if there is a problem with delivery Message upon questions or concerns",0.66755674,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","1 ounce MDMA - pure 84%+","1 ounce MDMA - pure 84%+ Listing is for 28 grams pure MDMA 84%+ pure Shipped with a tracking number using vacuum seal and MMB 100% refund if there is a problem with delivery Message upon questions or concerns",0.73431241,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","half ounce meth - top quality","half ounce meth - top quality This listing is for 1 half ounce meth - crystal shards Shipped with a tracking number using vacuum seal and MMB 100% refund if there is a problem with delivery Message upon questions or conc ...",0.66755674,"Canada","WORLDWIDE"
"2014-01-01","BC-Exotic","2 grams white china heroin - best product out there","2 grams white china heroin - best product out there This listing is for 2 grams white china heroin Shipped with a tracking number using vacuum seal and MMB 100% refund if there is a problem with delivery Message upon questions or concerns",0.53404539,"Canada","WORLDWIDE"
"2014-01-01","Beachside","10 US CC","10 US CC They come as; You can pick. Visa/master/amex Card number CCV Expiry date Name Address Country State City Zip Phone Full escrow",0.09631939,NA,NA
"2014-01-01","Beachside","1 USA VISA cc","1 USA VISA cc What you get: card number cvv expiry date Name address city state phone number Full escrow",0.00963193,NA,NA
"2014-01-01","Beachside","1 Amex Centurion Card","1 Amex Centurion Card What you get: Centurion card number cvv expiry date Name address city state phone number Full escrow",0.02889581,NA,NA
"2014-01-01","Beachside","1 USA Amex","1 USA Amex What you get: CCNUMBER: EXP: CVV: NAME: ADD: CITY: STATE: ZIP CODE: COUNTRY: PHONE: Full escrow",0.00963193,NA,NA
"2014-01-01","Beachside","SALE  1 US Amex","SALE 1 US Amex Full escrow! Please leave feedback. What you get: x1 CCNUMBER: EXP: CVV: NAME: ADD: CITY: STATE: ZIP CODE: COUNTRY: PHONE:",0.007325,NA,NA
"2014-01-01","Beachside","1 UK visa cc","1 UK visa cc 1 UK VISA CC What you get: card number cvv expiry date Name address city state phone number Full escrow",0.03009981,NA,NA
"2014-01-01","beige4you","1/4g (250mg) RAW UNCUT East Coast #4","1/4g (250mg) RAW UNCUT East Coast #4 *****PGP ONLY.**** ****FE ONLY.***** We are highly respected opiate vendors from SR. Many of you will know who we are. Those of you who will be new to buy  will quickly come to love us. We ...",0.09411132,"United","States"
"2014-01-01","beige4you","Five (5) Stamps East Coast #4 RAW UNCUT","Five (5) Stamps East Coast #4 RAW UNCUT *****PGP ONLY.**** ****FE ONLY.***** We are highly respected opiate vendors from SR. Many of you will know who we are. Those of you who will be new to buy  will quickly come to love us. We ...",0.12100026,"United","States"
"2014-01-01","beige4you","1/2g (500mg)East Coast #4 RAW UNCUT","1/2g (500mg)East Coast #4 RAW UNCUT *****PGP ONLY.**** ****FE ONLY.***** We are highly respected opiate vendors from SR. Many of you will know who we are. Those of you who will be new to buy  will quickly come to love us. We ...",0.17477816,"United","States"
"2014-01-01","beige4you","30mg BlueBerries (Roxy/Oxycodone) x5","30mg BlueBerries (Roxy/Oxycodone) x5 *****PGP ONLY!**** ****FE ONLY!***** We are highly respected opiate vendors from SR. No nonsense  strictly professional. 100% Legit. This listing is for five (5) Oxycodone 30mg pills.",0.17477816,"United","States"
"2014-01-01","blackhand","SALE Ayahuasca Two Person Kit - NEW VENDOR - FREE SHIPPING TO USA","SALE Ayahuasca Two Person Kit - NEW VENDOR - FREE SHIPPING TO USA From now until the first of the new year  I'm offering my Ayahuasca kits with free shipping to all USA customers. Orders will ship out first thing Tuesday  and will should arrive by Friday/Saturday ...",0.07853368,"USA",NA
"2014-01-01","blackhand","SALE Ayahuasca One Person Kit - NEW VENDOR - FREE SHIPPING TO USA","SALE Ayahuasca One Person Kit - NEW VENDOR - FREE SHIPPING TO USA From now until the first of the new year  I'm offering my Ayahuasca kits with free shipping to all USA customers. I've written up in depth instructions for both brewing Ayahuasca  you will receiv ...",0.05191209,"USA",NA
"2014-01-01","blackhand","Ultimate Guide to Using Tor privately and anonymously","Ultimate Guide to Using Tor privately and anonymously A digital download of The Begginer's Guide to Using the Darknet v0.1.6 written by The Black Hand(that's me) will be sent to buyer via PM (with the takedown of Tormail  I cannot currently send via em ...",0.01064863,"Internet",NA
"2014-01-01","blackhand","Ultimate Guide to Using Tor privately and anonymously","Ultimate Guide to Using Tor privately and anonymously A digital download of The Begginer's Guide to Using the Darknet v0.1.6 written by The Black Hand(that's me) will be sent to buyer via PM (with the takedown of Tormail  I cannot currently send via em ...",0.01064863,"Internet",NA
"2014-01-01","blackhand","Essential Psychedelic Guide","Essential Psychedelic Guide Digital download sent via PM The Essential Psychedelic Guide brings together in a single volume the basics of psychedelic history  essential information on physical and mental safety  and detailed ...",0.00199661,"Internet",NA
"2014-01-01","blackhand","DMT & Ayahuasca Book Collection","DMT & Ayahuasca Book Collection Digital download sent via PM Contents: Ayahuasca Visions: The Religious Iconography of a Peruvian Shaman The mythologies and cosmology of Amazonian shamanism materialize in fantastic color and s ...",0.00532431,"Internet",NA
"2014-01-01","blackhand","32g - Mescaline containing San Pedro Cactus","32g - Mescaline containing San Pedro Cactus Dried San Pedro cactus (Trichocerus Pachanoi) has a mescaline content of 0.3-2.375%. Assuming the actual percentage to be somewhere in the middle(about 1%) 32g would contain roughly 320mg  enough fo ...",0.05590533,"USA",NA
"2014-01-01","blackhand","Vendor Logo Design & Product shot(s)","Vendor Logo Design & Product shot(s) What is this? More often than not  vendors on the black market will simply take a poor quality  unedited picture and use that as their product shot; or occasionally they will write or print out t ...",0.46587778,"Internet",NA
"2014-01-01","blackhand","I-Doser - Complete Doses","I-Doser - Complete Doses Digital download sent via PM I-Doser is a program designed to give users ""binaural beat doses"" to ""sync their brainwaves."" It's a music-only media player that takes only DRG files. We'll let users ...",0.00665539,"Internet",NA
"2014-01-01","blackhand","The Organic Chem Lab Survival Manual 3rd edition","The Organic Chem Lab Survival Manual 3rd edition Digital Download sent via PM This clearly written presentation of basic organic chemistry techniques is designed to quickly build student proficiency in a wide range of experimental procedures. Wr ...",0.00199661,"Internet",NA
